Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,MolForm,AI,AI_Mod,DBE,DBE_O,DBE_AI,GFE,kmass.CH2,kdefect.CH2,NOSC,OtoC_ratio,HtoC_ratio,NtoC_ratio,PtoC_ratio,NtoP_ratio,bs1_class,bs2_class,bs3_class
461.1087681,22,22,11,0,0,0,0,0,CHO,NA,462.1160981,-0.36128426,NA,C22H22O11,0.0909090909090909,0.393939393939394,12,1,1,60.3,460.593889930185,0.406110069814815,0,0.5,1,0,0,NA,Lignin,Lignin,Other
461.1121425,19,26,11,0,0,1,0,0,CHOS,NA,462.1194725,-0.35212098,NA,C19H26O11S,0,0.04,7,-4,-5,63.3,460.5972605623,0.402739437700006,-0.105263157894737,0.578947368421053,1.36842105263158,0,0,NA,Lignin;Amino Sugar,Lignin,Other
461.1145729,15,26,16,0,0,0,0,0,CHO,NA,462.1219029,-0.509512546,NA,C15H26O16,0,0,3,-13,-13,48.9,460.599688248494,0.400311751506365,0.4,1.06666666666667,1.73333333333333,0,0,NA,Other,Carbohydrate,Carbohydrate
461.119934,21,22,10,2,0,0,0,0,CHNO,NA,462.127264,-0.507396829,NA,C21H22O10N2,0,0.357142857142857,12,2,0,54.8714285714286,460.605043362241,0.394956637758526,0.190476190476191,0.476190476190476,1.04761904761905,0.0952380952380952,0,NA,Lignin,Lignin,Other
461.121681,30,22,3,0,0,1,0,0,CHOS,NA,462.129011,-0.015402627,NA,C30H22O3S,0.615384615384615,0.636363636363636,20,17,16,73.6,460.606788411526,0.393211588474287,-0.466666666666667,0.1,0.733333333333333,0,0,NA,Unsat Hydrocarbon,Cond Hydrocarbon,Other
461.1274942,23,26,8,0,0,1,0,0,CHOS,NA,462.1348242,-0.145389024,NA,C23H26O8S,0.142857142857143,0.333333333333333,11,3,2,70.2130434782609,460.612595120455,0.387404879545386,-0.347826086956522,0.347826086956522,1.1304347826087,0,0,NA,Lignin,Lignin,Other
461.1298939,19,26,13,0,0,0,0,0,CHO,NA,462.1372239,-0.369113091,NA,C19H26O13,0,0.04,7,-6,-6,60.3,460.614992140928,0.385007859071834,0,0.684210526315789,1.36842105263158,0,0,NA,Amino Sugar,Tannin,Other
461.1397128,30,22,5,0,0,0,0,0,CHO,NA,462.1470428,0.574250528,NA,C30H22O5,0.6,0.636363636363636,20,15,15,71.7,460.624800077057,0.375199922943295,-0.4,0.166666666666667,0.733333333333333,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other
461.1410108,18,26,12,2,0,0,0,0,CHNO,NA,462.1483408,-0.621057129,NA,C18H26O12N2,0,0,7,-5,-7,53.9666666666667,460.626096627698,0.373903372301697,0.222222222222222,0.666666666666667,1.44444444444444,0.111111111111111,0,NA,Amino Sugar,Tannin,Other
461.145175,23,26,10,0,0,0,0,0,CHO,NA,462.152505,-0.315111568,NA,C23H26O10,0.0769230769230769,0.333333333333333,11,1,1,67.7347826086957,460.630256177915,0.369743822084615,-0.260869565217392,0.434782608695652,1.1304347826087,0,0,NA,Lignin,Lignin,Other
461.1510077,16,30,15,0,0,0,0,0,CHO,NA,462.1583377,-0.402723531,NA,C16H30O15,0,0,2,-13,-13,60.3,460.63608236507,0.363917634929578,0,0.9375,1.875,0,0,NA,Carbohydrate,Carbohydrate,Carbohydrate
461.153972,26,26,4,2,0,1,0,0,CHNOS,NA,462.161302,-0.170672004,NA,C26H26O4N2S,0.421052631578947,0.476190476190476,15,11,8,71.2615384615385,460.639043355107,0.360956644893406,-0.384615384615385,0.153846153846154,1,0.0769230769230769,0,NA,Other,Lignin,Other
461.1562571,22,26,9,2,0,0,0,0,CHNO,NA,462.1635871,-0.642456784,NA,C22H26O9N2,0,0.290322580645161,11,2,0,62.8909090909091,460.641325903544,0.358674096456468,-0.0909090909090908,0.409090909090909,1.18181818181818,0.0909090909090909,0,NA,Lignin,Lignin,Other
461.1662474,33,22,1,2,0,0,0,0,CHNO,NA,462.1735774,0.671798203,NA,C33H22ON2,0.7,0.704918032786885,24,23,21,72.3909090909091,460.651305048285,0.34869495171472,-0.424242424242424,0.0303030303030303,0.666666666666667,0.0606060606060606,0,NA,Other,Cond Hydrocarbon,Other
461.1774636,19,30,11,2,0,0,0,0,CHNO,NA,462.1847936,-0.475494162,NA,C19H30O11N2,0,0,6,-5,-7,63.3,460.662508724176,0.337491275823822,-0.105263157894737,0.578947368421053,1.57894736842105,0.105263157894737,0,NA,Amino Sugar,Amino Sugar,Other
461.1815331,24,30,9,0,0,0,0,0,CHO,NA,462.1888631,-0.374284253,NA,C24H30O9,0.0666666666666667,0.282051282051282,10,1,1,74.55,460.666573680136,0.333426319863861,-0.5,0.375,1.25,0,0,NA,Lignin,Lignin,Other
461.187354,30,26,3,2,0,0,0,0,CHNO,NA,462.194684,0.622560628,NA,C30H26O3N2,0.56,0.584905660377358,19,16,14,73.6,460.672388080467,0.327611919532785,-0.466666666666667,0.1,0.866666666666667,0.0666666666666667,0,NA,Unsat Hydrocarbon,Unsat Hydrocarbon,Other
461.1887378,0,0,0,0,0,0,0,0,,NA,462.1960678,0,NA,NA,NA,NA,NA,NA,NA,NA,460.673770335304,0.326229664696257,NA,NA,NA,NA,NA,NA,NA,NA,NA
461.196897,28,30,6,0,0,0,0,0,CHO,NA,462.204227,-0.141149722,NA,C28H30O6,0.363636363636364,0.44,14,8,8,78.6214285714286,460.681920424668,0.318079575331922,-0.642857142857143,0.214285714285714,1.07142857142857,0,0,NA,Other,Lignin,Other
461.2026132,21,34,11,0,0,0,0,0,CHO,NA,462.2099432,-0.480881135,NA,C21H34O11,0,0,5,-6,-6,76.5857142857143,460.687630241908,0.312369758091904,-0.571428571428571,0.523809523809524,1.61904761904762,0,0,NA,Protein,Protein,Other
461.2040553,0,0,0,0,0,0,0,0,,NA,462.2113853,0,NA,NA,NA,NA,NA,NA,NA,NA,460.689070731646,0.310929268353618,NA,NA,NA,NA,NA,NA,NA,NA,NA
461.2179117,25,34,8,0,0,0,0,0,CHO,NA,462.2252417,-0.389129709,NA,C25H34O8,0.0588235294117647,0.238095238095238,9,1,1,80.82,460.702911659466,0.297088340533662,-0.72,0.32,1.36,0,0,NA,Lignin,Lignin,Other
461.2250441,0,0,0,0,0,0,0,0,,NA,462.2323741,0,NA,NA,NA,NA,NA,NA,NA,NA,460.710036095365,0.289963904635215,NA,NA,NA,NA,NA,NA,NA,NA,NA
461.2389984,22,38,10,0,0,0,0,0,CHO,NA,462.2463284,-0.481422196,NA,C22H38O10,0,0,4,-6,-6,83.6181818181818,460.723974813869,0.276025186131221,-0.818181818181818,0.454545454545455,1.72727272727273,0,0,NA,Protein,Protein,Other
461.2405203,0,0,0,0,0,0,0,0,,NA,462.2478503,0,NA,NA,NA,NA,NA,NA,NA,NA,460.725495014502,0.274504985498368,NA,NA,NA,NA,NA,NA,NA,NA,NA
461.2543193,26,38,7,0,0,0,0,0,CHO,NA,462.2616493,-0.341420615,NA,C26H38O7,0.0526315789473684,0.2,8,1,1,86.6076923076923,460.739278606415,0.260721393585015,-0.923076923076923,0.269230769230769,1.46153846153846,0,0,NA,Other,Lignin,Other
461.2754189,23,42,9,0,0,0,0,0,CHO,NA,462.2827489,-0.405814531,NA,C23H42O9,0,0,3,-6,-6,90.0391304347826,460.760354646413,0.239645353586923,-1.04347826086957,0.391304347826087,1.82608695652174,0,0,NA,Protein,Protein,Other
461.2907069,27,42,6,0,0,0,0,0,CHO,NA,462.2980369,-0.336800904,NA,C27H42O6,0.0476190476190476,0.166666666666667,7,1,1,91.9666666666667,460.775625575696,0.224374424304301,-1.11111111111111,0.222222222222222,1.55555555555556,0,0,NA,Lipid,Lipid,Other
461.3118004,24,46,8,0,0,0,0,0,CHO,NA,462.3191304,-0.414361766,NA,C24H46O8,0,0,2,-6,-6,95.925,460.796695522505,0.203304477494839,-1.25,0.333333333333333,1.91666666666667,0,0,NA,Protein,Protein,Other
462.039131,17,20,11,0,0,1,1,0,CHOSP,NA,463.046461,0.030169763,NA,C17H20O11SP,0,0.105263157894737,8.5,-2.5,-4.5,61.9764705882353,461.52321397866,0.476786021340445,-0.0588235294117645,0.647058823529412,1.17647058823529,0,0.0588235294117647,0,Lignin,Lignin,Phytochemical
462.067452,20,17,12,1,0,0,0,0,CHNO,NA,463.074782,-0.748390528,NA,C20H17O12N,0,0.461538461538462,13,1,0,46.05,461.551503355178,0.448496644822058,0.5,0.6,0.85,0.05,0,NA,Lignin,Lignin,Other
462.0756652,18,24,10,0,0,1,1,0,CHOSP,NA,463.0829952,0.35131132,NA,C18H24O10SP,0,0.0454545454545455,7.5,-2.5,-4.5,71.3833333333333,461.559707384245,0.440292615754572,-0.388888888888889,0.555555555555556,1.33333333333333,0,0.0555555555555556,0,Lignin,Lignin,Lipid
462.0936493,18,24,12,0,0,0,1,0,CHOP,NA,463.1009793,0.836866515,NA,C18H24O12P,0,0.0454545454545455,7.5,-4.5,-5.5,68.2166666666667,461.577671403039,0.422328596961279,-0.277777777777778,0.666666666666667,1.33333333333333,0,0.0555555555555556,0,Other,Tannin,Other
462.1016228,25,21,6,1,0,1,0,0,CHNOS,NA,463.1089528,-0.125687485,NA,C25H21O6NS,0.470588235294118,0.55,16,10,8,64.86,461.585635999757,0.414364000242642,-0.16,0.24,0.84,0.04,0,NA,Other,Lignin,Other
462.103991,21,21,11,1,0,0,0,0,CHNO,NA,463.111321,-0.416891,NA,C21H21O11N,0,0.379310344827586,12,1,0,54.8714285714286,461.588001555404,0.411998444595895,0.190476190476191,0.523809523809524,1,0.0476190476190476,0,NA,Lignin,Lignin,Other
462.1120102,19,28,9,0,0,1,1,0,CHOSP,NA,463.1193402,0.263700309,NA,C19H28O9SP,0,0,6.5,-2.5,-4.5,79.8,461.596011801094,0.403988198906234,-0.684210526315789,0.473684210526316,1.47368421052632,0,0.0526315789473684,0,Protein,Lignin,Lipid
462.1301087,19,28,11,0,0,0,1,0,CHOP,NA,463.1374387,0.99620791,NA,C19H28O11P,0,0,6.5,-4.5,-5.5,76.8,461.614090092147,0.385909907853033,-0.578947368421052,0.578947368421053,1.47368421052632,0,0.0526315789473684,0,Amino Sugar,Lignin,Lipid
462.136333,0,0,0,0,0,0,0,0,,NA,463.143663,0,NA,NA,NA,NA,NA,NA,NA,NA,461.620307442038,0.379692557962017,NA,NA,NA,NA,NA,NA,NA,NA,NA
462.1484409,20,32,8,0,0,1,1,0,CHOSP,NA,463.1557709,0.361237478,NA,C20H32O8SP,0,0,5.5,-2.5,-4.5,87.375,461.632401822249,0.36759817775129,-0.95,0.4,1.6,0,0.05,0,Protein,Protein,Lipid
462.1516844,0,0,0,0,0,0,0,0,,NA,463.1590144,0,NA,NA,NA,NA,NA,NA,NA,NA,461.635641700528,0.364358299472372,NA,NA,NA,NA,NA,NA,NA,NA,NA
462.1543065,0,0,0,0,0,0,0,0,,NA,463.1616365,0,NA,NA,NA,NA,NA,NA,NA,NA,461.638260872667,0.361739127332669,NA,NA,NA,NA,NA,NA,NA,NA,NA
462.1695933,17,36,10,0,0,1,1,0,CHOSP,NA,463.1769233,0.411031057,NA,C17H36O10SP,0,0,0.5,-9.5,-11.5,92.1529411764706,461.65353060329,0.346469396710177,-1.11764705882353,0.588235294117647,2.11764705882353,0,0.0588235294117647,0,Other,Amino Sugar,Lipid
462.1727481,0,0,0,0,0,0,0,0,,NA,463.1800781,0,NA,NA,NA,NA,NA,NA,NA,NA,461.656681880612,0.343318119388016,NA,NA,NA,NA,NA,NA,NA,NA,NA
462.180794,16,36,9,2,0,1,1,0,CHNOSP,NA,463.188124,0.340449299,NA,C16H36O9N2SP,0,0,0.5,-8.5,-12.5,87.01875,461.664718796488,0.33528120351184,-0.9375,0.5625,2.25,0.125,0.0625,2,Other,Other,Lipid
462.187997,0,0,0,0,0,0,0,0,,NA,463.195327,0,NA,NA,NA,NA,NA,NA,NA,NA,461.671913753554,0.328086246445991,NA,NA,NA,NA,NA,NA,NA,NA,NA
462.2090693,0,0,0,0,0,0,0,0,,NA,463.2163993,0,NA,NA,NA,NA,NA,NA,NA,NA,461.692962524036,0.307037475964364,NA,NA,NA,NA,NA,NA,NA,NA,NA
462.2341465,21,37,10,1,0,0,0,0,CHNO,NA,463.2414765,-0.698246655,NA,C21H37O10N,0,0,4,-6,-7,79.3,461.71801172261,0.281988277389928,-0.666666666666667,0.476190476190476,1.76190476190476,0.0476190476190476,0,NA,Protein,Protein,Other
462.2455099,0,0,0,0,0,0,0,0,,NA,463.2528399,0,NA,NA,NA,NA,NA,NA,NA,NA,461.729362434136,0.270637565863922,NA,NA,NA,NA,NA,NA,NA,NA,NA
463.0151865,19,12,14,0,0,0,0,0,CHO,NA,464.0225165,-0.521729956,NA,C19H12O14,0,0.583333333333333,14,0,0,36.3,462.498179606369,0.501820393631419,0.842105263157895,0.736842105263158,0.631578947368421,0,0,NA,Other,Cond Hydrocarbon,Other
463.0516364,20,16,13,0,0,0,0,0,CHO,NA,464.0589664,-0.382953408,NA,C20H16O13,0,0.481481481481481,13,0,0,46.05,462.534588806085,0.465411193915372,0.5,0.65,0.8,0,0,NA,Tannin;Cond Hydrocarbon,Lignin,Other
463.0668745,24,16,10,0,0,0,0,0,CHO,NA,464.0742045,-0.421841275,NA,C24H16O10,0.5,0.631578947368421,17,7,7,55.55,462.549809891086,0.450190108914001,0.166666666666667,0.416666666666667,0.666666666666667,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other
463.0726772,17,20,15,0,0,0,0,0,CHO,NA,464.0800072,-0.57393382,NA,C17H20O15,0,0.0526315789473684,8,-7,-7,43.5352941176471,462.555606111739,0.444393888260663,0.588235294117647,0.882352941176471,1.17647058823529,0,0,NA,Tannin,Tannin,Other
463.075988,14,24,15,0,0,1,0,0,CHOS,NA,464.083318,-0.701696864,NA,C14H24O15S,0,0,3,-12,-13,44.0142857142857,462.55891321487,0.441086785129528,0.571428571428572,1.07142857142857,1.71428571428571,0,0,NA,Other,Carbohydrate,Carbohydrate
463.0879985,21,20,12,0,0,0,0,0,CHO,NA,464.0953285,-0.433363736,NA,C21H20O12,0,0.4,12,0,0,54.8714285714286,462.570910303839,0.4290896961611,0.190476190476191,0.571428571428571,0.952380952380952,0,0,NA,Lignin,Lignin,Other
463.1032594,25,20,9,0,0,0,0,0,CHO,NA,464.1105894,-0.423089694,NA,C25H20O9,0.4375,0.560975609756098,16,7,7,62.58,462.586154163382,0.41384583661835,-0.0800000000000001,0.36,0.8,0,0,NA,Cond Hydrocarbon,Lignin,Other
463.1091247,18,24,14,0,0,0,0,0,CHO,NA,464.1164547,-0.440261433,NA,C18H24O14,0,0,7,-7,-7,53.9666666666667,462.592012914135,0.407987085864761,0.222222222222222,0.777777777777778,1.33333333333333,0,0,NA,Other,Tannin,Other
463.1243718,22,24,11,0,0,0,0,0,CHO,NA,464.1317018,-0.459647618,NA,C22H24O11,0,0.333333333333333,11,0,0,62.8909090909091,462.607242989087,0.392757010912817,-0.0909090909090908,0.5,1.09090909090909,0,0,NA,Lignin,Lignin,Other
463.129992,28,20,5,2,0,0,0,0,CHNO,NA,464.137322,0.10059956,NA,C28H20O5N2,0.619047619047619,0.659574468085106,20,15,13,64.3714285714286,462.612856913522,0.387143086478318,-0.142857142857143,0.178571428571429,0.714285714285714,0.0714285714285714,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other
463.1354775,21,24,10,2,0,0,0,0,CHNO,NA,464.1428075,-0.734786327,NA,C21H24O10N2,0,0.285714285714286,11,1,-1,57.5857142857143,462.618336288363,0.381663711636691,0.0952380952380953,0.476190476190476,1.14285714285714,0.0952380952380952,0,NA,Lignin,Lignin,Other
463.1454786,32,20,2,2,0,0,0,0,CHNO,NA,464.1528086,0.597233375,NA,C32H20O2N2,0.714285714285714,0.724137931034483,24,22,20,69.20625,462.628326221046,0.371673778954289,-0.3125,0.0625,0.625,0.0625,0,NA,Other,Cond Hydrocarbon,Other
463.1566468,18,28,12,2,0,0,0,0,CHNO,NA,464.1639768,-0.6487316,NA,C18H28O12N2,0,0,6,-6,-8,57.1333333333333,462.639481950534,0.360518049466179,0.111111111111111,0.666666666666667,1.55555555555556,0.111111111111111,0,NA,Amino Sugar,Amino Sugar,Other
463.1607699,23,28,10,0,0,0,0,0,CHO,NA,464.1680999,-0.432533847,NA,C23H28O10,0,0.277777777777778,10,0,0,70.2130434782609,462.643600446644,0.356399553356482,-0.347826086956522,0.434782608695652,1.21739130434783,0,0,NA,Lignin,Lignin,Other
463.1665954,29,24,4,2,0,0,0,0,CHNO,NA,464.1739254,0.56997414,NA,C29H24O4N2,0.565217391304348,0.6,19,15,13,70.1275862068966,462.649419441838,0.350580558161766,-0.344827586206897,0.137931034482759,0.827586206896552,0.0689655172413793,0,NA,Unsat Hydrocarbon,Lignin,Other
463.171886,22,28,9,2,0,0,0,0,CHNO,NA,464.179216,-0.685191856,NA,C22H28O9N2,0,0.225806451612903,10,1,-1,65.4818181818182,462.654704134307,0.34529586569306,-0.181818181818182,0.409090909090909,1.27272727272727,0.0909090909090909,0,NA,Lignin,Lignin,Other
463.173688,31,28,2,0,0,1,0,0,CHOS,NA,464.181018,-0.076883802,NA,C31H28O2S,0.535714285714286,0.551724137931034,18,16,15,80.5258064516129,462.656504122178,0.343495877822306,-0.709677419354839,0.0645161290322581,0.903225806451613,0,0,NA,Unsat Hydrocarbon,Unsat Hydrocarbon,Other
463.1818518,33,24,1,2,0,0,0,0,CHNO,NA,464.1891818,0.570538708,NA,C33H24ON2,0.666666666666667,0.672131147540984,23,22,20,74.1181818181818,462.664658806406,0.335341193594331,-0.484848484848484,0.0303030303030303,0.727272727272727,0.0606060606060606,0,NA,Other,Cond Hydrocarbon,Other
463.1833502,0,0,0,0,0,0,0,0,,NA,464.1906802,0,NA,NA,NA,NA,NA,NA,NA,NA,462.666155533279,0.333844466721132,NA,NA,NA,NA,NA,NA,NA,NA,NA
463.1931669,19,32,11,2,0,0,0,0,CHNO,NA,464.2004969,-0.358713249,NA,C19H32O11N2,0,0,5,-6,-8,66.3,462.675961271864,0.324038728136088,-0.210526315789473,0.578947368421053,1.68421052631579,0.105263157894737,0,NA,Amino Sugar,Amino Sugar,Other
463.1971801,24,32,9,0,0,0,0,0,CHO,NA,464.2045101,-0.379255915,NA,C24H32O9,0,0.230769230769231,9,0,0,76.925,462.679969990689,0.32003000931104,-0.583333333333333,0.375,1.33333333333333,0,0,NA,Lignin,Lignin,Other
463.204431,0,0,0,0,0,0,0,0,,NA,464.211761,0,NA,NA,NA,NA,NA,NA,NA,NA,462.687212794269,0.312787205730785,NA,NA,NA,NA,NA,NA,NA,NA,NA
463.2182353,21,36,11,0,0,0,0,0,CHO,NA,464.2255653,-0.539115205,NA,C21H36O11,0,0,4,-7,-7,79.3,462.701001680265,0.29899831973546,-0.666666666666667,0.523809523809524,1.71428571428571,0,0,NA,Protein,Protein,Other
463.2197278,0,0,0,0,0,0,0,0,,NA,464.2270578,0,NA,NA,NA,NA,NA,NA,NA,NA,462.702492513726,0.297507486274299,NA,NA,NA,NA,NA,NA,NA,NA,NA
463.2335634,25,36,8,0,0,0,0,0,CHO,NA,464.2408934,-0.384051676,NA,C25H36O8,0,0.19047619047619,8,0,0,83.1,462.716312664771,0.283687335228876,-0.8,0.32,1.44,0,0,NA,Lignin,Lignin,Other
463.249028,29,36,5,0,0,0,0,0,CHO,NA,464.256358,0.065028739,NA,C29H36O5,0.291666666666667,0.358490566037736,12,7,7,85.851724137931,462.731759996861,0.26824000313934,-0.896551724137931,0.172413793103448,1.24137931034483,0,0,NA,Other,Lignin,Other
463.2546359,22,40,10,0,0,0,0,0,CHO,NA,464.2619659,-0.506570123,NA,C22H40O10,0,0,3,-7,-7,86.2090909090909,462.737361635029,0.262638364970599,-0.909090909090909,0.454545454545455,1.81818181818182,0,0,NA,Protein,Protein,Other
463.2561285,0,0,0,0,0,0,0,0,,NA,464.2634585,0,NA,NA,NA,NA,NA,NA,NA,NA,462.738852568379,0.261147431621112,NA,NA,NA,NA,NA,NA,NA,NA,NA
463.2699297,26,40,7,0,0,0,0,0,CHO,NA,464.2772597,-0.425274107,NA,C26H40O7,0,0.155555555555556,7,0,0,88.8,462.752638357836,0.247361642164321,-1,0.269230769230769,1.53846153846154,0,0,NA,Other,Lipid,Other
463.3064021,27,44,6,0,0,0,0,0,CHO,NA,464.3137321,-0.238175136,NA,C27H44O6,0,0.125,6,0,0,94.0777777777778,462.789070032428,0.210929967571985,-1.18518518518519,0.222222222222222,1.62962962962963,0,0,NA,Lipid,Lipid,Other
463.3274915,24,48,8,0,0,0,0,0,CHO,NA,464.3348215,-0.324203846,NA,C24H48O8,0,0,1,-7,-7,98.3,462.810135883816,0.189864116184424,-1.33333333333333,0.333333333333333,2,0,0,NA,Protein,Protein,Other
464.054794,17,22,11,0,0,1,1,0,CHOSP,NA,465.062124,0.057854646,NA,C17H22O11SP,0,0,7.5,-3.5,-5.5,65.3294117647059,463.536626271347,0.463373728653323,-0.176470588235294,0.647058823529412,1.29411764705882,0,0.0588235294117647,0,Lignin,Lignin,Phytochemical
464.117269,25,23,6,1,0,1,0,0,CHNOS,NA,465.124599,-0.133342762,NA,C25H23O6NS,0.411764705882353,0.5,15,9,7,67.14,463.599031511204,0.40096848879648,-0.24,0.24,0.92,0.04,0,NA,Other,Lignin,Other
464.1196937,21,23,11,1,0,0,0,0,CHNO,NA,465.1270237,-0.301991284,NA,C21H23O11N,0,0.310344827586207,11,0,-1,57.5857142857143,463.601453503762,0.398546496238112,0.0952380952380953,0.523809523809524,1.0952380952381,0.0476190476190476,0,NA,Lignin,Lignin,Other
464.130841,0,0,0,0,0,0,0,0,,NA,465.138171,0,NA,NA,NA,NA,NA,NA,NA,NA,463.612588356587,0.387411643412975,NA,NA,NA,NA,NA,NA,NA,NA,NA
464.151916,0,0,0,0,0,0,0,0,,NA,465.159246,0,NA,NA,NA,NA,NA,NA,NA,NA,463.633639824054,0.36636017594617,NA,NA,NA,NA,NA,NA,NA,NA,NA
464.1672302,0,0,0,0,0,0,0,0,,NA,465.1745602,0,NA,NA,NA,NA,NA,NA,NA,NA,463.648936924081,0.351063075918717,NA,NA,NA,NA,NA,NA,NA,NA,NA
464.18839,0,0,0,0,0,0,0,0,,NA,465.19572,0,NA,NA,NA,NA,NA,NA,NA,NA,463.67007309686,0.329926903140404,NA,NA,NA,NA,NA,NA,NA,NA,NA
464.2036164,0,0,0,0,0,0,0,0,,NA,465.2109464,0,NA,NA,NA,NA,NA,NA,NA,NA,463.685282494925,0.314717505074725,NA,NA,NA,NA,NA,NA,NA,NA,NA
464.213513,20,35,11,1,0,0,0,0,CHNO,NA,465.220843,-0.476150034,NA,C20H35O11N,0,0,4,-7,-8,74.55,463.695168044293,0.304831955706675,-0.5,0.55,1.75,0.05,0,NA,Protein;Amino Sugar,Protein,Other
464.2247694,0,0,0,0,0,0,0,0,,NA,465.2320994,0,NA,NA,NA,NA,NA,NA,NA,NA,463.706411875297,0.29358812470349,NA,NA,NA,NA,NA,NA,NA,NA,NA
464.2499672,21,39,10,1,0,0,0,0,CHNO,NA,465.2572972,-0.328537138,NA,C21H39O10N,0,0,3,-7,-8,82.0142857142857,463.731581539208,0.268418460792077,-0.761904761904762,0.476190476190476,1.85714285714286,0.0476190476190476,0,NA,Protein,Protein,Other
464.2732444,23,46,5,0,0,1,1,0,CHOSP,NA,465.2805744,0.353117361,NA,C23H46O5SP,0,0,1.5,-3.5,-5.5,108.626086956522,463.754832747678,0.245167252321551,-1.69565217391304,0.217391304347826,2,0,0.0434782608695652,0,Lipid,Lipid,Lipid
465.019626,29,9,4,1,0,0,1,0,CHNOP,NA,466.026956,-0.037184547,NA,C29H9O4NP,0.891304347826087,0.9,26.5,22.5,20.5,63.248275862069,464.500380931316,0.499619068683955,-0.103448275862069,0.137931034482759,0.310344827586207,0.0344827586206897,0.0344827586206897,1,Cond Hydrocarbon,Cond Hydrocarbon,Phytochemical
465.0308787,19,14,14,0,0,0,0,0,CHO,NA,466.0382087,-0.429076068,NA,C19H14O14,0,0.5,13,-1,-1,39.3,464.511621066451,0.488378933549313,0.736842105263158,0.736842105263158,0.736842105263158,0,0,NA,Tannin,Cond Hydrocarbon,Other
465.0461297,23,14,11,0,0,0,0,0,CHO,NA,466.0534597,-0.440159662,NA,C23H14O11,0.5,0.657142857142857,17,6,6,50.3869565217391,464.526855037048,0.473144962952176,0.347826086956522,0.478260869565217,0.608695652173913,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other
465.0672616,20,18,13,0,0,0,0,0,CHO,NA,466.0745916,-0.4348046,NA,C20H18O13,0,0.407407407407407,12,-1,-1,48.9,464.547963340979,0.452036659020507,0.4,0.65,0.9,0,0,NA,Lignin;Tannin,Lignin,Other
465.0705548,17,22,13,0,0,1,0,0,CHOS,NA,466.0778848,-0.599873698,NA,C17H22O13S,0,0,7,-6,-7,50.2411764705882,464.551252863763,0.448747136236989,0.352941176470588,0.764705882352941,1.29411764705882,0,0,NA,Tannin,Tannin,Other
465.0825018,24,18,10,0,0,0,0,0,CHO,NA,466.0898318,-0.468864792,NA,C24H18O10,0.428571428571429,0.578947368421053,16,6,6,57.925,464.563186523636,0.436813476363966,0.0833333333333335,0.416666666666667,0.75,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other
465.085822,21,22,10,0,0,1,0,0,CHOS,NA,466.093152,-0.576004764,NA,C21H22O10S,0,0.333333333333333,11,1,0,60.3,464.566503016271,0.433496983728901,0,0.476190476190476,1.04761904761905,0,0,NA,Lignin,Lignin,Other
465.0882692,17,22,15,0,0,0,0,0,CHO,NA,466.0955992,-0.695969375,NA,C17H22O15,0,0,7,-8,-8,46.8882352941176,464.568947483706,0.431052516294301,0.470588235294118,0.882352941176471,1.29411764705882,0,0,NA,Tannin,Tannin,Other
465.092175,35,14,2,0,0,0,0,0,CHO,NA,466.099505,0.153958583,NA,C35H14O2,0.818181818181818,0.823529411764706,29,27,27,68.4428571428571,464.572848922455,0.427151077545489,-0.285714285714286,0.0571428571428571,0.4,0,0,NA,Other,Cond Hydrocarbon,Other
465.1036382,21,22,12,0,0,0,0,0,CHO,NA,466.1109682,-0.453876548,NA,C21H22O12,0,0.333333333333333,11,-1,-1,57.5857142857143,464.584299322543,0.415700677457039,0.0952380952380953,0.571428571428571,1.04761904761905,0,0,NA,Lignin,Lignin,Other
465.1189034,25,22,9,0,0,0,0,0,CHO,NA,466.1262334,-0.434425225,NA,C25H22O9,0.375,0.51219512195122,15,6,6,64.86,464.599547477284,0.400452522715682,-0.16,0.36,0.88,0,0,NA,Lignin,Lignin,Other
465.1248044,31,18,3,2,0,0,0,0,CHNO,NA,466.1321344,0.725964423,NA,C31H18O3N2,0.730769230769231,0.745454545454545,24,21,19,65.8161290322581,464.605441888175,0.394558111825006,-0.193548387096774,0.0967741935483871,0.580645161290323,0.0645161290322581,0,NA,Other,Cond Hydrocarbon,Other
465.1400718,22,26,11,0,0,0,0,0,CHO,NA,466.1474018,-0.350618723,NA,C22H26O11,0,0.272727272727273,10,-1,-1,65.4818181818182,464.62069224046,0.379307759540268,-0.181818181818182,0.5,1.18181818181818,0,0,NA,Lignin,Lignin,Other
465.1511917,21,26,10,2,0,0,0,0,CHNO,NA,466.1585217,-0.594096617,NA,C21H26O10N2,0,0.214285714285714,10,0,-2,60.3,464.63179972388,0.368200276119921,0,0.476190476190476,1.23809523809524,0.0952380952380952,0,NA,Lignin,Lignin,Other
465.1611307,32,22,2,2,0,0,0,0,CHNO,NA,466.1684607,0.598903347,NA,C32H22O2N2,0.678571428571429,0.689655172413793,23,21,19,70.9875,464.641727625904,0.358272374096146,-0.375,0.0625,0.6875,0.0625,0,NA,Other,Cond Hydrocarbon,Other
